BANK,DATE OF ISSUE,DATE RECEIVED,Date Reviewed,CONTRACT NO ,ADVISING REF ,LC NO,Country,Request for amendments Date,LC Clean date,ELITE PIC,,CSR PIC,,F/D ,FD NO,F/D Create Date,Client Name,LC Start Date,LC Expiry Date,Shipment Date
CITI,19-Jun,20-Jun,22-Jun,08/11048,5912625446,0000168917060504,Bangladesh,"28-Jun
03-Jul",12-Jul,JENY,OK,ANURAG,OK,,203987,12-Jul,M & U PACKAGING LTD,18-Jun-17,21-Oct-17,30-Sep-17
SCB,15-Jun,20-Jun,22-Jun,08/11037,957117630316,0000194717020072,Bangladesh,28-Jun,6-Jul,JENY,OK,ANURAG,OK,,203668,6-Jul,FARIHA KNIT TEX LTD,15-Jun-17,25-Aug-17,4-Aug-17
SCB,18-Jun,20-Jun,22-Jun,07/3911,957117630995,012LCIFU170136,Nepal,,22-Jun,JENY,OK,SURYA,OK,,203177,23-Jun,NARAYANI PLASTIC UDYOG PVT. LTD,18-Jun-17,5-Sep-17,15-Aug-17
SCB,18-Jun,20-Jun,22-Jun,07/3917,957117630904,IUDSF1517USD0338,Nepal,,28-Jun,JENY,OK,SURYA,OK,,203425,28-Jun,ARIHANT POLYPAC KS LTD.,18-Jun-17,9-Sep-17,19-Aug-17
SCB,16-Jun,20-Jun,22-Jun,"03/0912
03/0914",957117630842,0095817FL0228179,India,22-Jun,28-Jun,JENY,OK,GAURAV,OK,,203332,28-Jun,PODDAR MERCANTILE PVT LTD,16-Jun-17,1-Sep-17,11-Aug-17
SCB,19-Jun,20-Jun,22-Jun,08/11049,957117631431,0000208617020019,Bangladesh,22-Jun,5-Jul,JENY,OK,ANURAG,OK,,203524,5-Jul,RAAJ ENTERPRISE,19-Jun-17,30-Nov-17,10-Nov-17
SCB,13-Jun,20-Jun,22-Jun,07/3919,957117630655,17DC01USD15487,Nepal,,22-Jun,JENY,OK,SURYA,OK,,203566,22-Jun,Pragati Trading Concern,13-Jun-17,9-Oct-17,19-Aug-17
SCB,12-Jun,20-Jun,22-Jun,07/3906,957117631039,007LCIFU170073,Nepal,22-Jun,27-Jun,JENY,OK,SURYA,OK,,203336,28-Jun,Durga International,12-Jun-17,5-Sep-17,15-Aug-17
SCB,16-Jun,21-Jun,23-Jun,07/3920,957117632519,17DC01USD15502,Nepal,,27-Jun,JENY,OK,SURYA,OK,,203369,27-Jun,BAGMATI MOULDING INDUSTRIES PVT. LT,16-Jun-17,9-Sep-17,19-Aug-17
SCB,19-Jun,21-Jun,23-Jun,11/5566,957117632190,013D76217060067,Sri Lanka,27-Jun,4-Jul,JENY,OK,NAVDEEP,OK,,203790,11-Jul,DM Poly Pack ( PVT) LTD,19-Jun-17,5-Sep-17,15-Aug-17
SCB,20-Jun,21-Jun,23-Jun,11/5557,957117633732,DB7024LC1705761,Sri Lanka,29-Jun,13-Jul,JENY,OK,NAVDEEP,OK,,204494,21-Jul,Noor Plastic Industries,20-Jun-17,8-Sep-17,18-Aug-17
HSBC,19-Jun,21-Jun,23-Jun,06/270,SGHSBC7F20243683,30930NI00005017,India,27-Jun,11-Jul,JENY,OK,VIPIN,OK,,203988,12-Jul,AVON METERS PRIVATE LIMITED,19-Jun-17,3-Sep-17,13-Aug-17
HSBC,19-Jun,21-Jun,23-Jun,11/5565,SGHSBC7F20243718,DB5118LC1705656,Sri Lanka,,29-Jun,JENY,OK,NAVDEEP,OK,,203789,11-Jul,CEYTEC PACKAGING (PRIVATE) LIMITED.,19-Jun-17,5-Sep-17,15-Aug-17
HSBC,20-Jun,21-Jun,23-Jun,03/0921,SGHSBC7F21246026,0315FLC0717,India,29-Jun,17-Jul,JENY,OK,GAURAV,OK,,204135,18-Jul,SAI Industires Pvt Ltd.,20-Jun-17,3-Sep-17,13-Aug-17
HSBC,20-Jun,21-Jun,23-Jun,02/5595,SGHSBC7F21246375,49790NI00007917,India,29-Jun,5-Jul,JENY,OK,SANJEEV,OK,,203521,5-Jul,Charu Overseas Pvt. Ltd,20-Jun-17,21-Aug-17,31-Jul-17
HSBC,15-Jun,21-Jun,23-Jun,01/8339,SGHSBC7F21246968,0393MLC00054618,India,29-Jun,13-Jul,JENY,OK,SANJEEV,OK,,204037,14-Jul,Supreme Petrochem Ltd,15-Jun-17,3-Sep-17,13-Aug-17
HSBC,19-Jun,21-Jun,23-Jun,13/1397,SGHSBC7F21247077,007LC01171570002,India,,29-Jun,JENY,OK,NAVDEEP,OK,,203468,30-Jun,K-FLEX INDIA PVT.LTD,19-Jun-17,18-Aug-17,28-Jul-17
HSBC,20-Jun,21-Jun,23-Jun,02/5596,SGHSBC7F21247086,49790NI00007817,India,29-Jun,17-Jul,JENY,OK,SANJEEV,OK,,204209,17-Jul,Charu Overseas Pvt. Ltd,20-Jun-17,31-Aug-17,10-Aug-17
HSBC,20-Jun,21-Jun,23-Jun,06/259,SGHSBC7F21247521,003LC01171640027,India,,27-Jun,JENY,OK,VIPIN,OK,,203289,28-Jun,DIPIKA POLYMERS PVT.LTD.,20-Jun-17,29-Aug-17,8-Aug-17
BTMU,19-Jun,21-Jun,27-Jun,08/11004,,088217020070,Bangladesh,29-Jun,5-Jul,JENY,OK,ANURAG,OK,,203541,5-Jul,World Trade Packaging & Printing In,19-Jun-17,16-Sep-17,25-Aug-17
HSBC,13-Jun,21-Jun,13-Jul,01/8340,,IMLC/2017/326022,,13-Jul,,JENY,,SANJEEV,OK,,206650,31-Aug,Talreja Textile Industries Pvt. Ltd,13-Jun-17,21-Oct-17,30-Sep-17
BTMU,18-Jun,22-Jun,27-Jun,08/11045,,088517020233,Bangladesh,29-Jun,4-Jul,JENY,OK,ANURAG,OK,,203589,5-Jul,IDEAL POLYMER EXPORT LIMITED,18-Jun-17,9-Sep-17,19-Aug-17
HSBC,20-Jun,22-Jun,27-Jun,11/5574,SGHSBC7F23252243,DB4901LC1705893,Sri Lanka,29-Jun,6-Jul,JENY,OK,NAVDEEP,OK,,203667,6-Jul,SRI LANKA UMBRELLA INDUSTRIES,20-Jun-17,11-Sep-17,21-Aug-17
HSBC,21-Jun,22-Jun,27-Jun,03/0923,SGHSBC7F22249587,0999817IM0039466,India,,27-Jun,JENY,OK,GAURAV,OK,,203292,28-Jun,KKALPANA INDUSTRIES (INDIA) LIMITED,21-Jun-17,21-Aug-17,31-Jul-17
HSBC,21-Jun,22-Jun,27-Jun,01/8360,SGHSBC7F22249144,OLC0023170004944,India,3-Jul,6-Jul,JENY,OK,SANJEEV,OK,,203729,7-Jul,POLYCHEM EXPORTS,21-Jun-17,9-Sep-17,19-Aug-17
HSBC,20-Jun,23-Jun,27-Jun,11/5534,SGHSBC7F22249137,DB4096LC1705862,Sri Lanka,,29-Jun,JENY,OK,NAVDEEP,OK,,203469,30-Jun,Jayasinghe Industries,20-Jun-17,25-Aug-17,4-Aug-17
SCB,22-Jun,23-Jun,27-Jun,07/3925,957117637783,HBLIFX19731749,Nepal,,27-Jun,JENY,OK,SURYA,OK,,203291,28-Jun,MANAMAIJU INDUSTRIES PVT. LTD,22-Jun-17,21-Sep-17,31-Aug-17
SCB,22-Jun,23-Jun,27-Jun,09/308,957117638407,001IFIN171730001,Bhutan,,27-Jun,JENY,OK,GAURAV,OK,,203290,28-Jun,Bhutan Polymers Co. Ltd.,22-Jun-17,7-Dec-17,11-Aug-17
HSBC,20-Jun,23-Jun,27-Jun,11/5508,SGHSBC7F22249129,DB4096LC1705859,Sri Lanka,19-Jul,24-Jul,JENY,OK,NAVDEEP,OK,,204444,25-Jul,Jayasinghe Industries,20-Jun-17,6-Oct-17,15-Sep-17
SCB,19-Jun,23-Jun,27-Jun,08/11036,957117635874,0000221717010599,Bangladesh,29-Jun,7-Jul,JENY,OK,ANURAG,OK,,204849,28-Jul,M/S M. HASAN & CO,19-Jun-17,16-Sep-17,26-Aug-17
SCB,19-Jun,23-Jun,27-Jun,08/11039,957117635954,0000221717010600,Bangladesh,,27-Jun,JENY,OK,ANURAG,OK,,204018,13-Jul,Rahman Synthetics Ltd.,19-Jun-17,16-Sep-17,26-Aug-17
SCB,22-Jun,27-Jun,28-Jun,11/5561,957117638390,LCUFCBU1700196,Sri Lanka,28-Jun,12-Jul,JENY ,OK,NAVDEEP,OK,,204056,13-Jul,KOREAN SPA PACKAGING (PVT) LTD.,22-Jun-17,10-Sep-17,20-Aug-17
SCB,22-Jun,27-Jun,28-Jun,07/3926,957117639790,17ILC0523,Nepal,,28-Jun,JENY,OK,SURYA,OK,,203388,29-Jun,SHIV SHAKTI PACKAGING PVT. LTD.,22-Jun-17,18-Sep-17,28-Aug-17
SCB,22-Jun,27-Jun,28-Jun,07/3921,957117638309,HBLIFX09731744,Nepal,,28-Jun,JENY,OK,SURYA,OK,,203390,29-Jun,KRISHNA NEPAL TRADING PVT. LTD,22-Jun-17,11-Sep-17,21-Aug-17
SCB,6-Jun,27-Jun,28-Jun,08/10962,957117653666,0000000117020109,Bangladesh,29-Jun,,JENY,OK,ANURAG,OK,,205322,7-Aug,WELLPAC POLYMERS LTD,6-Jun-17,19-Sep-17,29-Aug-17
SCB,21-Jun,27-Jun,28-Jun,07/3915,957117639424,KTMI520370,Nepal,,28-Jun,JENY,OK,SURYA,OK,,203433,29-Jun,Triveni Synpacks Pvt. Ltd.,21-Jun-17,5-Sep-17,15-Aug-17
SCB,23-Jun,27-Jun,28-Jun,07/3931,957117640092,2217IM0200065,Nepal,29-Jun,26-Jul,JENY,OK,SURYA,OK,,204784,27-Jul,Abhi Traders,23-Jun-17,18-Sep-17,28-Aug-17
SCB,21-Jun,27-Jun,28-Jun,07/3923,957117640083,2217IM0200062,Nepal,29-Jun,25-Jul,JENY,OK,SURYA,OK,,204746,26-Jul,Abhi Traders,21-Jun-17,4-Dec-17,13-Nov-17
SCB,22-Jun,27-Jun,28-Jun,07/3922,957117638746,LC1812947374,Nepal,,28-Jun,JENY,OK,SURYA,OK,,203393,29-Jun,Lotus Trade Channels,22-Jun-17,15-Sep-17,25-Aug-17
HSBC,23-Jun,27-Jun,28-Jun,06/260,SGHSBC7F27256278,0174MDC170005598,India,,30-Jun,JENY,OK,VIPIN,OK,,203444,30-Jun,MG Polyplast Industries Pvt Ltd,23-Jun-17,13-Sep-17,23-Aug-17
HSBC,22-Jun,27-Jun,28-Jun,02/5592,SGHSBC7F27256165,0208FLC170015,India,29-Jun,6-Jul,JENY,OK,SANJEEV,OK,,203730,7-Jul,Gupta Polymers Pvt. Ltd.,22-Jun-17,9-Sep-17,19-Aug-17
HSBC,23-Jun,27-Jun,28-Jun,06/276,SGHSBC7F27255215,003LC01171740003,India,,28-Jun,JENY,OK,VIPIN,OK,,203389,28-Jun,KAPOOR SALES CORPORATION (REGD.),23-Jun-07,11-Sep-17,21-Aug-17
HSBC,21-Jun,27-Jun,28-Jun,02/5590,SGHSBC7F23253233,49790NI00008017,India,3-Jul,5-Jul,JENY,OK,SANJEEV,OK,,203522,5-Jul,Swastik Plastics,21-Jun-17,31-Aug-17,10-Aug-17
HSBC,23-Jun,27-Jun,28-Jun,11/5572,SGHSBC7F23253880,003IMLCU17001341,Sri Lanka,,28-Jun,JENY,OK,NAVDEEP,OK,,203384,28-Jun,SASIRI POLYSACKS (PVT) LTD.,23-Jun-17,8-Sep-17,18-Aug-17
SCB,27-Jun,16-Jun,28-Jun,07/3862,957117593071,HBLIFX09731517,Nepal,28-Jun,3-Jul,JENY,OK,SURYA,OK,,203607,5-Jul,KRISHNA NEPAL TRADING PVT. LTD,15-May-17,21-Sep-17,31-Aug-17
SCB,27-Jun,28-Jun,29-Jun,13/1427,957117640519,001USD170445U,Nepal,29-Jun,4-Jul,JENY,OK,NAVDEEP,OK,,203544,5-Jul,RIDDHI SIDDHI FOAM INDUSTRIES PVT.,27-Jun-17,25-Sep-17,4-Sep-17
SCB,23-Jun,28-Jun,29-Jun,07/3934,957117640378,17DC01USD15530,Nepal,,29-Jun,JENY,OK,SURYA,OK,,203467,30-Jun,RATHI OVERSEAS PVT. LTD.,23-Jun-17,19-Sep-17,29-Aug-17
SCB,27-Jun,28-Jun,3-Jul,01/8337,957117640591,006LC01171730004,India,4-Jul,11-Jul,JENY,OK,SANJEEV,OK,,203986,12-Jul,Rainbow Packaging P. Ltd.,27-Jun-17,3-Sep-17,13-Aug-17
HSBC,27-Jun,28-Jun,3-Jul,13/1430,SGHSBC7F28258996,4335MDC170005653,India,4-Jul,5-Jul,JENY,OK,NAVDEEP,OK,,203665,6-Jul,NARENDRA FLEXIPACK CO. PVT. LTD.,27-Jun-17,19-Sep-17,29-Aug-17
HSBC,27-Jun,28-Jun,3-Jul,13/1415,SGHSBC7F28259015,DCU1700514125,Sri Lanka,3-Jul,5-Jul,JENY,OK,NAVDEEP,OK,,203424,6-Jul,CONTRADE (PVT) LTD,27-Jun-17,13-Aug-17,13-Aug-17
HSBC,27-Jun,28-Jun,3-Jul,03/0924,SGHSBC7F28259549,0999817IM0039476,India,,3-Jul,JENY,OK,GAURAV,OK,,203590,5-Jul,KKALPANA INDUSTRIES (INDIA) LIMITED,27-Jun-17,21-Aug-17,31-Jul-17
HSBC,28-Jun,29-Jun,3-Jul,03/0925,SGHSBC7F29261936,053417IML000030,India,,3-Jul,JENY,OK,GAURAV,OK,,203476,4-Jul,VIJAYA POLYMERS INDIA PRIVATE LIMIT,28-Jun-17,23-Sep-17,2-Sep-17
SCB,28-Jun,29-Jun,3-Jul,11/5575,957117640920,LCUCBG17000865,Sri Lanka,4-Jul,10-Aug,JENY,OK,NAVDEEP,OK,,205655,11-Aug,ACME PRINTING & PACKAGING PLC.,28-Jun-17,21-Oct-17,30-Sep-17
SCB,25-Jun,29-Jun,3-Jul,13/1432,957117641215,17DC01USD15533,Nepal,,5-Jul,JENY,OK,NAVDEEP,OK,,203608,5-Jul,Mars Polymer Product PVT LTD,25-Jun-17,18-Sep-17,28-Aug-17
SCB,27-Jun,29-Jun,3-Jul,07/3933,957117641260,LC1813097374,Nepal,,4-Jul,JENY,OK,SURYA,OK,,203540,5-Jul,Lotus Trade Channels,27-Jun-17,19-Sep-17,29-Aug-17
SCB,27-Jun,29-Jun,3-Jul,01/8350,957117641607,529010756347S,India,4-Jul,6-Jul,JENY,OK,SANJEEV,OK,,203727,7-Jul,JM COMMODITIES LIMITED,27-Jun-17,31-Aug-17,10-Aug-17
SCB,28-Jun,30-Jun,3-Jul,13/1422,957117640706,035IMLCU17000191,Sri Lanka,4-Jul,6-Jul,JENY,OK,NAVDEEP,OK,,203666,6-Jul,Macbertan Limited,28-Jun-17,16-Sep-17,26-Aug-17
HSBC,28-Jun,30-Jun,3-Jul,03/0925,SGHSBC7F29262558,053417IML000031,India,,3-Jul,JENY,OK,GAURAV,OK,,203477,4-Jul,VIJAYA POLYMERS INDIA PRIVATE LIMIT,28-Jun-17,23-Sep-17,2-Sep-17
HSBC,28-Jun,30-Jun,3-Jul,13/1433,SGHSBC7F29262556,003LC01171790018,India,6-Jul,10-Jul,JENY,OK,NAVDEEP,OK,,203691,10-Jul,LEGEND POLYFOAMS PVT. LTD.,28-Jun-17,21-Oct-17,30-Sep-17
HSBC,29-Jun,30-Jun,3-Jul,11/5576,SGHSBC7F29263243,002IMLCU17000872,Sri Lanka,6-Jul,14-Jul,JENY,OK,NAVDEEP,OK,,204035,14-Jul,E.B. Creasy & Co. Ltd,29-Jun-17,2-Sep-17,12-Aug-17
HSBC,29-Jun,30-Jun,3-Jul,06/274,,170142FLCU00103,India,4-Jul,17-Jul,JENY,OK,SHEETAL,OK,,204268,18-Jul,GENUS POWER INFRASTRCTURES LTD,21-Sep-17,21-Sep-17,31-Aug-17
HSBC,29-Jun,30-Jun,3-Jul,03/0925,,053417IML000032,India,,3-Jul,JENY,OK,GAURAV,OK,,203474,4-Jul,VIJAYA POLYMERS INDIA PRIVATE LIMIT,29-Jun-17,23-Sep-17,2-Sep-17
HSBC,29-Jun,30-Jun,3-Jul,03/0925,,053417IML000033,India,,3-Jul,JENY,OK,GAURAV,OK,,203475,4-Jul,VIJAYA POLYMERS INDIA PRIVATE LIMIT,29-Jun-17,23-Sep-17,2-Sep-17
HSBC,28-Jun,30-Jun,3-Jul,03/0920,,0424817IM0000013,India,4-Jul,5-Jul,JENY,OK,GAURAV,OK,,203609,5-Jul,Sri Vasavi Pigments Pvt. Ltd.,14-Jun-17,3-Sep-17,13-Aug-17
SCB,29-Jun,30-Jun,4-Jul,02/5564,957117642223,0103USDFLC170068,India,5-Jul,19-Jul,JENY,OK,SANJEEV,OK,,204370,20-Jul,K.B.Polychem,29-Jun-17,21-Aug-17,1-Aug-17
SCB,27-Jun,30-Jun,4-Jul,07/3935,957117642517,17DC01USD15534,Nepal,,6-Jul,JENY,OK,SURYA,OK,,203651,6-Jul,BAGMATI MOULDING INDUSTRIES PVT. LT,27-Jun-17,19-Sep-17,29-Aug-17
SCB,28-Jun,3-Jul,4-Jul,07/3930,957117643561,007LCIFU170081,Nepal,,5-Jul,JENY,OK,SURYA,OK,,203523,5-Jul,Shiva Polymers Industries (P) Ltd.,28-Jun-17,18-Sep-17,1-Sep-17
SCB,28-Jun,3-Jul,4-Jul,13/1426,957117645881,9917IM02000138,Nepal,7-Jul,11-Jul,JENY,OK,NAVDEEP,OK,,203738,11-Jul,ROBIN POLYMERS PVT. LTD.,28-Jun-17,16-Sep-17,26-Aug-17
SCB,30-Jun,3-Jul,4-Jul,13/1436,957117642857,001USD170456U,Nepal,,4-Jul,JENY,OK,SURYA,OK,,203539,5-Jul,RIDDHI SIDDHI FOAM INDUSTRIES PVT.,30-Jun-17,28-Sep-17,7-Sep-17
SCB,23-Jun,3-Jul,4-Jul,07/3928,957117639825,003LCIFU170028,Nepal,,4-Jul,JENY,OK,SURYA,OK,,203538,5-Jul,Pashupati International Trade Cente,23-Jun-17,18-Sep-17,28-Aug-17
SCB,29-Jun,3-Jul,4-Jul,07/3932,957117642937,003ILUF171800001,India,,5-Jul,JENY,OK,SANJEEV,OK,,203606,5-Jul,RATHI POLYMERS INDUSTRIES,29-Jun-17,18-Sep-17,28-Aug-17
HSBC,1-Jul,3-Jul,4-Jul,02/5597,SGHSBC7G03267950,DPCNDH280702,India,5-Jul,13-Jul,JENY,OK,SANJEEV,OK,,204036,14-Jul,SKYPACK INDIA PVT.LTD.,1-Jul-17,5-Sep-17,15-Aug-17
HSBC,30-Jun,3-Jul,4-Jul,11/5545,SGHSBC7G03267855,DB1003LC1705847,Sri Lanka,7-Jul,11-Jul,JENY,OK,NAVDEEP,OK,,203985,12-Jul,Ceylon Paper Sacks Ltd.,30-Jun-17,3-Sep-17,13-Aug-17
HSBC,30-Jun,3-Jul,4-Jul,06/252,SGHSBC7G03267811,2568MDC170005758,India,,6-Jul,JENY,OK,SHEETAL,OK,,203653,6-Jul,Ideal Sheet Metal Stampings And,30-Jun-17,18-Sep-17,28-Aug-17
HSBC,22-Jun,3-Jul,7-Jul,03/0922,,0424817IM0000014,India,,7-Jul,JENY,OK,GAURAV,OK,,203728,7-Jul,Sri Vasavi Pigments Pvt. Ltd.,22-Jun-17,10-Sep-17,20-Aug-17
HSBC,3-Jul,4-Jul,5-Jul,06/260,SGHSBC7G04271423,0174MDC170005846,India,,17-Jul,JENY,OK,VIPIN,OK,,203902,17-Jul,MG Polyplast Industries Pvt Ltd,3-Jul-17,24-Sep-17,3-Sep-17
HSBC,3-Jul,4-Jul,5-Jul,06/260,SGHSBC7G04271421,0174MDC170005840,India,,17-Jul,JENY,OK,VIPIN,OK,,203904,17-Jul,MG Polyplast Industries Pvt Ltd,3-Jul-17,24-Sep-17,3-Sep-17
HSBC,3-Jul,4-Jul,5-Jul,13/1439,SGHSBC7G04271336,003LC01171840013,India,,6-Jul,JENY,OK,NAVDEEP,OK,,203652,6-Jul,LEGEND POLYFOAMS PVT. LTD.,3-Jul-17,25-Sep-17,4-Sep-17
SCB,4-Jul,4-Jul,5-Jul,08/11059,957117644338,0676171014204,Bangladesh,10-Jul,12-Jul,JENY,OK,ANURAG,OK,,204055,13-Jul,Unity Accessories (pvt) LTD,3-Jul-17,30-Sep-17,9-Sep-17
SCB,29-Jun,4-Jul,5-Jul,07/3927,957117643311,18017LU00092,Nepal,,5-Jul,JENY,OK,SURYA,OK,,203670,6-Jul,KRISHNA NEPAL TRADING PVT. LTD,29-Jun-17,10-Sep-17,28-Aug-17
SCB,2-Jul,4-Jul,5-Jul,07/3929,957117643357,SR026LC03617,Nepal,5-Jul,27-Jul,JENY,OK,SURYA,OK,,204826,27-Jul,Janaki Polytank Ind. Pvt. Ltd.,2-Jul-17,25-Sep-17,15-Sep-17
SCB,27-Jun,4-Jul,5-Jul,07/3936,957117643419,003ILUF171780001,Nepal,,5-Jul,JENY,OK,SURYA,OK,,203610,5-Jul,JAGDISH PRASAD RATHI,27-Jun-17,19-Sep-17,29-Aug-17
HSBC,3-Jul,5-Jul,6-Jul,03/0926,SGHSBC7G04272260,469LC01171840002,India,10-Jul,12-Jul,JENY,OK,GAURAV,OK,,204052,13-Jul,ZAP LOGISTICARE PVT LTD,3-Jul-17,26-Sep-17,5-Sep-17
HSBC,4-Jul,6-Jul,6-Jul,13/1440,SGHSBC7G05275385,4335MDC170005884,India,,7-Jul,JENY,OK,NAVDEEP,OK,,203690,10-Jul,NARENDRA FLEXIPACK CO. PVT. LTD.,4-Jul-17,25-Sep-17,4-Sep-17
HSBC,5-Jul,7-Jun,7-Jun,13/1434,SGHSBC7G06277377,1636FLC170199,India,,10-Jul,JENY,OK,NAVDEEP,OK,,203774,10-Jul,SAIDEEP FOAM PVT LTD,5-Jul-17,30-Sep-17,31-Aug-17
SCB,6-Jul,7-Jul,7-Jul,11/5578,957117648049,LCSFCBU1700208,Sri Lanka,,10-Jul,JENY,OK,NAVDEEP,OK,,203775,10-Jul,Poly Creations ( PVT ) Ltd.,6-Jul-17,1-Oct-17,10-Sep-17
SCB,5-Jul,7-Jul,7-Jul,13/1437,957117647941,015USD73740772U,Nepal,10-Jul,12-Jul,JENY,OK,NAVDEEP,OK,,204054,13-Jul,"BALAJI COIR INDUSTRIES PVT.,LTD.",5-Jul-17,25-Sep-17,4-Sep-17
SCB,6-Jul,10-Jul,10-Jul,07/3939,957117648209,SR026LC03817,Nepal,21-Jul,11-Aug,JENY,OK,SHIV,OK,,205794,14-Aug,Janaki Polytank Ind. Pvt. Ltd.,6-Jul-17,16-Sep-17,8-Sep-17
SCB,7-Jul,10-Jul,10-Jul,07/3938,957117648708,001USD170468U,Nepal,21-Jul,27-Jul,JENY,OK,SHIV,OK,,204827,27-Jul,RIDDHI SIDDHI LOOP MAT INDUSTRIES,7-Jul-17,5-Oct-17,14-Sep-17
HSBC,6-Jul,10-Jul,10-Jul,06/279,SGHSBC7G07281605,30930NI00005317,India,12-Jul,16-Jul,JENY,OK,VIPIN,OK,,204777,27-Jul,AVON METERS PRIVATE LIMITED,6-Jul-17,29-Sep-17,8-Sep-17
HSBC,6-Jul,10-Jul,11-Jul,05/2212,SGHSBC7G10282923,0505317IM0000628,India,13-Jul,19-Jul,JENY,OK,GAURAV,OK,,204323,20-Jul,RATHNA PACKAGING INDIA (P) LTD,6-Jul-17,30-Sep-17,9-Sep-17
SCB,6-Jul,11-Jul,12-Jul,07/3949,957117649930,TF17187230,Nepal,20-Jul,24-Jul,JENY,OK,SURYA,OK,,204438,25-Jul,PACIFIC OVERSEAS,6-Jul-17,4-Oct-17,13-Sep-17
SCB,5-Jul,11-Jul,12-Jul,07/3941,957117649565,17DC05USD07440,Nepal,,21-Jul,JENY,OK,SHIV,OK,,204591,24-Jul,KUSHAGRA INTERNATIONAL,5-Jul-17,29-Sep-17,8-Sep-17
SCB,7-Jul,11-Jul,12-Jul,07/3943,957117650142,010LCIFU170056,Nepal,,20-Jul,JENY,OK,SHIV,OK,,204498,21-Jul,Sona Polymers Industries,7-Jul-17,2-Oct-17,11-Sep-17
SCB,9-Jul,11-Jul,12-Jul,13/1446,957117651007,17DC01USD15575,Nepal,,17-Jul,JENY,OK,NAVDEEP,OK,,204251,18-Jul,Mars Polymer Product PVT LTD,9-Jul-17,2-Oct-17,11-Sep-17
SCB,10-Jul,11-Jul,12-Jul,07/3965,957117651383,LC1813447374,Nepal,,13-Jul,JENY,OK,SURYA,OK,,204032,14-Jul,Lotus Trade Channels,10-Jul-17,2-Oct-17,11-Sep-17
SCB,3-Jul,11-Jul,12-Jul,07/3937,957117651310,17DC01USD15558,Nepal,21-Jul,4-Sep,JENY,OK,SURYA,OK,,206866,6-Sep,Ganapati Vanaspati Pvt. Ltd.,3-Jul-17,25-Sep-17,4-Sep-17
SCB,10-Jul,11-Jul,12-Jul,07/3955,957117651365,HBLIFX09731832,Nepal,13-Jul,17-Jul,JENY,OK,SURYA,OK,,204250,18-Jul,KRISHNA NEPAL TRADING PVT. LTD,10-Jul-17,3-Oct-17,12-Sep-17
HSBC,7-Jul,11-Jul,12-Jul,01/8372,SGHSBC7G10284124,3197517IM0000016,India,14-Jul,21-Jul,JENY,OK,SANJEEV,OK,,204593,24-Jul,Shah Laxminarayan Satishchandra Exi,7-Jul-17,3-Oct-17,12-Sep-17
HSBC,7-Jul,11-Jul,12-Jul,11/5582,SGHSBC7G10284166,DB1003LC1706479,Sri Lanka,,13-Jul,JENY,OK,NAVDEEP,OK,,204031,14-Jul,MODERN PACK LANKA (PVT) LTD,7-Jul-17,1-Oct-17,10-Sep-17
CITI,16-Jun,7-Jul,14-Jul,11/5590,5918625443,DCU1700514021,Sri Lanka,,19-Jul,JENY,OK,NAVDEEP,OK,,204139,19-Jul,Polypackaging Industries (PVT) LTD.,16-Jun-17,2-Oct-17,11-Sep-17
HSBC,10-Jul,11-Jul,12-Jul,05/2213,SGHSBC7G10284290,2342FLC017817,India,,13-Jul,JENY,OK,GAURAV,OK,,204059,14-Jul,Varssha Poly Products,10-Jul-17,29-Sep-17,9-Sep-17
HSBC,10-Jul,11-Jul,12-Jul,11/5580,SGHSBC7G11285110,035IMLCU17003003,Sri Lanka,13-Jul,17-Jul,JENY,OK,NAVDEEP,OK,,204249,18-Jul,Sachintha Enterprises,10-Jul-17,1-Oct-17,10-Sep-17
HSBC,10-Jul,11-Jul,12-Jul,11/5595,SGHSBC7G11285608,DB1003LC1706593,Sri Lanka,,13-Jul,JENY,OK,NAVDEEP,OK,,204030,14-Jul,Akhtari Trades (Pvt.) Ltd.,10-Jul-17,3-Oct-17,12-Sep-17
SCB,11-Jul,12-Jul,13-Jul,08/11066,957117652836,ILC0801170212645,Bangladesh,17-Jul,19-Jul,JENY,OK,ANURAG,OK,,204324,20-Jul,GOODIE ACCESSORIS (PVT) LTD.,11-Jul-17,1-Oct-17,10-Sep-17
SCB,11-Jul,12-Jul,13-Jul,07/3948,957117653274,001ILUF171920002,Nepal,,17-Jul,JENY,OK,SURYA,OK,,204185,17-Jul,APPLE POLYMERS PVT.LTD.,11-Jul-17,3-Oct-17,12-Sep-17
SCB,11-Jul,12-Jul,13-Jul,07/3970,957117652587,NBL1780024U061,Nepal,,20-Jul,JENY,OK,SHIV,OK,,204503,21-Jul,PIYA PLASTIC INDUSTRIES,11-Jul-17,6-Oct-17,15-Sep-17
SCB,11-Jul,12-Jul,13-Jul,08/11084,957117653005,DPCDAK705385,Bangladesh,17-Jul,21-Jul,JENY,OK,ANURAG,OK,,204594,24-Jul,Akij Poly Fibre Industries Ltd.,11-Jul-17,6-Oct-17,15-Sep-17
SCB,11-Jul,12-Jul,13-Jul,08/11067,957117652854,086217010516,Bangladesh,19-Jul,21-Jul,JENY,OK,ANURAG,OK,,204601,24-Jul,KHATOON PLASTIC INDUSTRY LIMITED,11-Jul-17,6-Oct-17,15-Sep-17
