BANK,DATE OF ISSUE,DATE RECEIVED,Date Reviewed,CONTRACT NO ,ADVISING REF ,LC NO,Country,Request for amendments Date,LC Clean date,ELITE PIC,,CSR PIC,,F/D ,FD NO,F/D Create Date,Client Name,LC Start Date,LC Expiry Date,Shipment Date
SCB,7-Sep,8-Sep,11-Sep,07/4070,957117716340,17DC05USD07542,Nepal,,13-Sep,JENY,OK,SHIV,OK,,207451,14-Sep,Petokem Pvt. Ltd.,7-Sep-17,28-Nov-17,7-Nov-17
SCB,7-Sep,8-Sep,11-Sep,07/4097,957117716475,ILC187475223,Nepal,,13-Sep,JENY,OK,SHIV,OK,,207448,14-Sep,Lotus Trade Channels,7-Sep-17,1-Dec-17,10-Nov-17
SCB,7-Sep,8-Sep,11-Sep,07/4089,957117716689,FLCIM17280,Nepal,,13-Sep,JENY,OK,SHIV,OK,,207399,14-Sep,ARBIND STORE,7-Sep-17,28-Nov-17,7-Nov-17
SCB,7-Sep,8-Sep,11-Sep,07/4061,957117715742,HBLIFX13740337,Nepal,,13-Sep,JENY,OK,SHIV,OK,,207398,14-Sep,Abhisek Commercial,7-Sep-17,28-Nov-17,7-Nov-17
SCB,7-Sep,8-Sep,11-Sep,07/4074,957117715859,HBLIFX12740336,Nepal,,13-Sep,JENY,OK,SHIV,OK,,207396,14-Sep,Shree Shyam Polymers,7-Sep-17,28-Nov-17,7-Nov-17
SCB,7-Sep,8-Sep,11-Sep,07/4065,957117716698,010LCIFU170067,Nepal,,13-Sep,JENY,OK,SHIV,OK,,207449,14-Sep,Sona Polymers Industries,4-Sep-17,20-Dec-17,29-Nov-17
SCB,7-Sep,8-Sep,11-Sep,07/4088,957117716983,EB0100FOU00597,Nepal,,13-Sep,JENY,OK,SHIV,OK,,207450,14-Sep,EVEREST MED PVT. LTD.,6-Sep-17,28-Nov-17,7-Nov-17
SCB,7-Sep,8-Sep,11-Sep,07/4094,957117717063,TF17250328,Nepal,15-Sep,19-Sep,JENY,OK,SHIV,OK,,207786,19-Sep,PACIFIC OVERSEAS,7-Sep-17,5-Dec-17,14-Nov-17
SCB,7-Sep,8-Sep,11-Sep,07/4096,957117717054,001ILUF172500004,Nepal,,14-Sep,JENY,OK,SHIV,OK,,207464,14-Sep,APPLE POLYMERS PVT.LTD.,7-Sep-17,1-Dec-17,10-Nov-17
SCB,7-Sep,8-Sep,11-Sep,08/11281,957117716162,421010690201G,Bangladesh,15-Sep,29-Sep,JENY,OK,ANURAG,OK,,208019,29-Sep,R.F.L. PLASTICS LIMITED,7-Sep-17,27-Nov-17,6-Nov-17
HSBC,7-Sep,8-Sep,11-Sep,11/5677,SGHSBC7I08416893,DB1003LC1708872,Sri Lanka,,13-Sep,JENY,OK,NAVDEEP,OK,,207457,14-Sep,Akhtari Trades (Pvt.) Ltd.,7-Sep-17,2-Dec-17,11-Nov-17
HSBC,7-Sep,11-Sep,12-Sep,01/8414,SGHSBC7I08418086,OLC0023170006671,India,20-Sep,22-Sep,JENY,OK,SANJEEV,OK,,208026,25-Sep,POLYCHEM EXPORTS,7-Sep-17,14-Oct-17,14-Oct-17
CITI,6-Sep,11-Sep,12-Sep,03/958,5914626202,1164FLC170616,India,,13-Sep,JENY,OK,GAURAV,OK,,207459,14-Sep,PEKON ELECTRONICS LTD.,6-Sep-17,31-Oct-17,10-Oct-17
SCB,8-Sep,11-Sep,12-Sep,05/2245,957117717401,0727FLC732017,India,,20-Sep,JENY,OK,GAURAV,OK,,207814,21-Sep,HITECH PACKAGING,8-Sep-17,28-Nov-17,7-Nov-17
SCB,8-Sep,11-Sep,12-Sep,11/5661,957117717198,007IMLCU17000434,Sri Lanka,13-Sep,19-Sep,JENY,OK,NAVDEEP,OK,,207782,19-Sep,Friends Poly Packaging (PVT) Ltd.,8-Sep-17,2-Dec-17,11-Nov-17
SCB,7-Sep,11-Sep,12-Sep,11/5676,957117717223,LCUPET17001233,Sri Lanka,,12-Sep,JENY,OK,NAVDEEP,OK,,207454,14-Sep,Zahra International Impex (Pvt) Ltd,7-Sep-17,2-Dec-17,11-Nov-17
SCB,7-Sep,11-Sep,12-Sep,07/4087,957117717107,L608617236,Nepal,,19-Sep,JENY,OK,SHIV,OK,,207659,21-Sep,SIDDHI GANESH PLASTIC INDUSTRIES,7-Sep-17,7-Dec-17,7-Nov-17
SCB,8-Sep,11-Sep,12-Sep,07/4076,957117717241,17DC01USD15850,Nepal,15-Sep,19-Sep,JENY,OK,SHIV,OK,,207783,19-Sep,BAGMATI MOULDING INDUSTRIES PVT. LT,8-Sep-17,1-Dec-17,10-Nov-17
SCB,10-Sep,11-Sep,12-Sep,07/4091,957117717857,001LCIFU170514,Nepal,,14-Sep,JENY,OK,SHIV,OK,,207770,19-Sep,Shiv Shakti Chemoplast Pvt. Ltd.,10-Sep-17,1-Dec-17,10-Nov-17
SCB,8-Sep,11-Sep,12-Sep,07/4098,957117717205,17DC01USD15848,Nepal,,14-Sep,JENY,OK,SHIV,OK,,207771,19-Sep,RATHI OVERSEAS PVT. LTD.,8-Sep-17,1-Dec-17,10-Nov-17
SCB,8-Sep,11-Sep,12-Sep,07/4066,957117717269,17DC01USD15844,Nepal,,14-Sep,JENY,OK,SHIV,OK,,207772,19-Sep,SHIV SHAKTI PACKAGING PVT. LTD.,8-Sep-17,28-Nov-17,7-Nov-17
HSBC,7-Sep,12-Sep,13-Sep,05/2243,SGHSCB7I12422623,0777117IM0099014,India,20-Sep,25-Sep,JENY,OK,GAURAV,OK,,207987,25-Sep,V.K.A.POLYMERS PVT LTD,7-Sep-17,28-Nov-17,7-Nov-17
HSBC,8-Sep,12-Sep,13-Sep,06/297,SGHSBC7I11420498,0174MDC170008134,India,,,JENY,OK,VIPIN,OK,,207587,18-Sep,MG Polyplast Industries Pvt Ltd,8-Sep-17,30-Nov-17,9-Nov-17
SCB,8-Sep,12-Sep,13-Sep,07/4095,957117718632,003ILUF172510001,Nepal,,18-Sep,JENY,OK,SHIV,OK,,207777,19-Sep,JAGDISH PRASAD RATHI,8-Sep-17,4-Dec-17,13-Nov-17
SCB,10-Sep,12-Sep,13-Sep,07/4064,957117717697,17DC07USD09799,Nepal,,18-Sep,JENY,OK,SHIV,OK,,207776,19-Sep,Pashupati Polypropylene Industries,10-Sep-17,28-Nov-17,7-Nov-17
SCB,8-Sep,12-Sep,13-Sep,07/4069,957117717704,17DC05USD07540,Nepal,,18-Sep,JENY,OK,SHIV,OK,,207701,19-Sep,Pashupati International Trade Cente,8-Sep-17,28-Nov-17,7-Nov-17
SCB,10-Sep,12-Sep,13-Sep,07/4062,957117717731,17DC07USD09800,Nepal,,18-Sep,JENY,OK,SHIV,OK,,207702,19-Sep,Anuj Impex,10-Sep-17,1-Dec-17,10-Nov-17
SCB,8-Sep,12-Sep,13-Sep,07/4086,957117717740,17DC05USD07543,Nepal,,18-Sep,JENY,OK,SHIV,OK,,207699,19-Sep,ADARSH JAGDAMBA POLYMERS,8-Sep-17,28-Nov-17,7-Nov-17
SCB,7-Sep,12-Sep,13-Sep,07/4075,957117717116,001ILUF172500007,Nepal,,18-Sep,JENY,OK,SHIV,OK,,207700,19-Sep,GOOD HOME PRODUCTS PVT. LTD.,7-Sep-17,28-Nov-17,7-Nov-17
SCB,7-Sep,12-Sep,13-Sep,13/1501,957117717820,9917IM0200190,Nepal,19-Sep,25-Sep,JENY,OK,NAVDEEP,OK,,208110,26-Sep,ROBIN POLYMERS PVT. LTD.,7-Sep-17,27-Nov-17,6-Nov-17
SCB,8-Sep,12-Sep,13-Sep,07/4079,957117718053,17DC01USD15856,Nepal,19-Sep,21-Sep,JENY,OK,SHIV,OK,,207762,22-Sep,Ganapati Vanaspati Pvt. Ltd.,8-Sep-17,28-Nov-17,7-Nov-17
SCB,11-Sep,12-Sep,13-Sep,08/11283,957117718810,0000000117020175,Bangladesh,,18-Sep,JENY,OK,ANURAG,OK,,207703,19-Sep,WELLPAC POLYMERS LTD,11-Sep-17,30-Nov-17,10-Nov-17
SCB,11-Sep,12-Sep,13-Sep,08/11226,957117718883,0000000117020176,Bangladesh,,18-Sep,JENY,OK,ANURAG,OK,,207704,19-Sep,WELLPAC POLYMERS LTD,11-Sep-17,30-Nov-17,10-Nov-17
CITI,10-Sep,12-Sep,13-Sep,08/11258,5915626241,022017020066,Bangladesh,18-Sep,25-Sep,JENY,OK,ANURAG,OK,,208112,26-Sep,Al Mostafa Printing & Packaging Ind,10-Sep-17,30-Nov-17,9-Nov-17
SCB,12-Sep,13-Sep,14-Sep,11/5669,957117720246,LCUAMB17001254,Sri Lanka,18-Sep,21-Sep,JENY,OK,NAVDEEP,OK,,207764,22-Sep,EGODAMULLA PACKAGING LANKA (PVT) LT,12-Sep-17,2-Dec-17,11-Nov-17
SCB,12-Sep,13-Sep,14-Sep,07/4078,957117720530,17DC01USD15865,Nepal,,19-Sep,JENY,OK,SHIV,OK,,207658,21-Sep,LUCKY NEPAL CO. PVT. LTD.,12-Sep-17,5-Dec-17,14-Nov-17
SCB,12-Sep,13-Sep,14-Sep,07/5000,957117720987,17DC07USD09808,Nepal,,19-Sep,JENY,OK,SHIV,OK,,207657,21-Sep,Shivam Plastic Industries Pvt. Ltd.,12-Sep-17,4-Dec-17,13-Nov-17
SCB,12-Sep,13-Sep,14-Sep,07/4072,957117721003,ILC217475257,Nepal,,15-Sep,JENY,OK,SHIV,OK,,207775,19-Sep,ANAND OVERSEAS,12-Sep-17,1-Dec-17,10-Nov-17
SCB,12-Sep,13-Sep,14-Sep,13/1513,957117721021,17DC01USD15863,Nepal,18-Sep,21-Sep,JENY,OK,NAVDEEP,OK,,207761,22-Sep,Mars Polymer Product PVT LTD,12-Sep-17,4-Dec-17,13-Nov-17
SCB,12-Sep,13-Sep,14-Sep,03/0968,957117720567,021LC01172490001,India,,18-Sep,JENY,OK,GAURAV,OK,,207709,19-Sep,PRAGATI POLYPLAST INDIA PVT LTD,12-Sep-17,1-Dec-17,10-Nov-17
HSBC,12-Sep,13-Sep,14-Sep,01/8437,SGHSBC7I13426014,3197517IM0000022,India,20-Sep,20-Sep,JENY,OK,SANJEEV,OK,,207867,21-Sep,Shah Laxminarayan Satishchandra Exi,12-Sep-17,10-Dec-17,17-Nov-17
HSBC,12-Sep,13-Sep,14-Sep,02/5637,SGHSBC7I13425694,0067FLC170011,India,,19-Sep,JENY,OK,VIPIN,OK,,207815,21-Sep,OHRI GLOBPPACK,12-Sep-17,1-Dec-17,10-Nov-17
HSBC,12-Sep,13-Sep,14-Sep,06/297,SGHSBC7I12424041,0174MDC170008219,India,,15-Sep,JENY,OK,VIPIN,OK,,207586,18-Sep,MG Polyplast Industries Pvt Ltd,12-Sep-17,30-Nov-17,9-Nov-17
HSBC,13-Sep,13-Sep,14-Sep,06/326,SGHSBC7I13425776,0174MDC170008272,India,,15-Sep,JENY,OK,VIPIN,OK,,207444,18-Sep,MG Polyplast Industries Pvt Ltd,12-Sep-17,3-Dec-17,12-Nov-17
HSBC,13-Sep,13-Sep,14-Sep,15/0104,SGHSBC7I13426290,0066FLC170069,India,21-Sep,,JENY,,SHIV,OK,,207758,22-Sep,VIN POLY RECYCLERS PVT. LTD,12-Sep-17,18-Nov-17,28-Oct-17
CITI,7-Aug,13-Sep,14-Sep,13/1472,5911625919,IMLC2017474748,India,,15-Sep,JENY,OK,NAVDEEP,OK,,207792,19-Sep,AADITYA FOAM INDUSTRIES LLP,7-Aug-17,29-Oct-17,8-Oct-17
SCB,13-Sep,14-Sep,15-Sep,08/11295,957117721959,043417020016,Bangladesh,20-Sep,21-Sep,JENY,OK,ANURAG,OK,,207874,22-Sep,PLASTIC CONCERN PVT. LTD.,13-Sep-17,9-Dec-17,18-Nov-17
SCB,12-Sep,14-Sep,15-Sep,08/11294,957117721931,043417020015,Bangladesh,20-Sep,21-Sep,JENY,OK,ANURAG,OK,,207664,22-Sep,PLASTIC CONCERN PVT. LTD.,12-Sep-17,9-Dec-17,18-Nov-17
SCB,13-Sep,14-Sep,15-Sep,08/11298,957117722002,043417020019,Bangladesh,20-Sep,21-Sep,JENY,OK,ANURAG,OK,,207908,22-Sep,PLASTIC CONCERN PVT. LTD.,13-Sep-17,9-Dec-17,18-Nov-17
SCB,13-Sep,14-Sep,15-Sep,08/11300,957117721977,043417020021,Bangladesh,20-Sep,21-Sep,JENY,OK,ANURAG,OK,,207759,22-Sep,PLASTIC CONCERN PVT. LTD.,13-Sep-17,9-Dec-17,18-Nov-17
SCB,13-Sep,14-Sep,15-Sep,08/11299,957117721940,043417020020,Bangladesh,20-Sep,21-Sep,JENY,OK,ANURAG,OK,,207873,22-Sep,PLASTIC CONCERN PVT. LTD.,13-Sep-17,9-Dec-17,18-Nov-17
SCB,11-Sep,14-Sep,15-Sep,08/11287,957117721833,0000221717010884,Bangladesh,,20-Sep,JENY,OK,ANURAG,OK,,207653,21-Sep,M/S M. HASAN & CO,11-Sep-17,27-Nov-17,6-Nov-17
SCB,13-Sep,14-Sep,15-Sep,08/11296,957117721968,043417020017,Bangladesh,20-Sep,21-Sep,JENY,OK,ANURAG,OK,,207905,22-Sep,PLASTIC CONCERN PVT. LTD.,13-Sep-17,9-Dec-17,18-Nov-17
SCB,10-Sep,14-Sep,15-Sep,07/4077,957117720790,006LCNI17090306,Nepal,20-Sep,21-Sep,JENY,OK,SHIV,OK,,207824,21-Sep,SIDHA SIDHI ENTERPRISES,10-Sep-17,28-Nov-17,7-Nov-17
SCB,6-Sep,14-Sep,15-Sep,07/4073,957117722850,2217IM0200097,Nepal,20-Sep,25-Sep,JENY,OK,SHIV,OK,,208109,26-Sep,Dev International,6-Sep-17,28-Nov-17,7-Nov-17
SCB,13-Sep,14-Sep,15-Sep,07/4090,957117722066,HBLIFX09740381,Nepal,,20-Sep,JENY,OK,SHIV,OK,,207656,21-Sep,POLYMER INDUSTRIES PVT. LTD.,13-Sep-17,1-Dec-17,10-Nov-17
SCB,13-Sep,14-Sep,15-Sep,07/5001,957117721897,003ILUF172560001,Nepal,,20-Sep,JENY,OK,SHIV,OK,,207655,21-Sep,SURBHI ENTERPRISES,13-Sep-17,4-Dec-17,13-Nov-17
SCB,11-Sep,14-Sep,15-Sep,07/4092,957117720745,ILC017475250,Nepal,20-Sep,27-Sep,JENY,OK,SHIV,OK,,208145,27-Sep,RISING TRADING COMPANY (P) LTD,11-Sep-17,1-Dec-17,10-Nov-17
SCB,10-Sep,14-Sep,15-Sep,07/5002,957117721432,0217IM0200250,Nepal,,20-Sep,JENY,OK,SHIV,OK,,207654,21-Sep,Pashupati Polypropylene Industries,10-Sep-17,4-Dec-17,13-Nov-17
HSBC,11-Sep,14-Sep,15-Sep,11/5672,SGHSBC7I14428637,0042002170021060,Sri Lanka,,20-Sep,JENY,OK,NAVDEEP,OK,,207650,21-Sep,H.H. Essa and Co.,11-Sep-17,8-Dec-17,17-Nov-17
SCB,13-Sep,14-Sep,15-Sep,11/5682,957117721496,MCBLCU1700471,Sri Lanka,,21-Sep,JENY,OK,NAVDEEP,OK,,207869,21-Sep,BURHANI POLY FILMS (PVT) LTD.,13-Sep-17,8-Dec-17,17-Nov-17
SCB,13-Sep,15-Sep,18-Sep,08/11297,957117721995,043417020018,Bangladesh,20-Sep,21-Sep,JENY,OK,ANURAG,OK,,207909,22-Sep,PLASTIC CONCERN PVT. LTD.,13-Sep-17,9-Dec-17,18-Nov-17
SCB,14-Sep,15-Sep,18-Sep,08/11302,957117724233,043417020023,Bangladesh,20-Sep,21-Sep,JENY,OK,ANURAG,OK,,207906,22-Sep,PLASTIC CONCERN PVT. LTD.,14-Sep-17,9-Dec-17,18-Nov-17
SCB,14-Sep,15-Sep,18-Sep,08/11301,957117724162,043417020022,Bangladesh,20-Sep,21-Sep,JENY,OK,ANURAG,OK,,207871,22-Sep,PLASTIC CONCERN PVT. LTD.,14-Sep-17,9-Dec-17,18-Nov-17
SCB,14-Sep,15-Sep,18-Sep,13/1514,957117724386,019USD170650U,Nepal,,20-Sep,JENY,OK,NAVDEEP,OK,,207823,21-Sep,SHREE BINDWASINI PLASTIC UDYOG,14-Sep-17,4-Dec-17,13-Nov-17
SCB,14-Sep,15-Sep,18-Sep,07/5003,957117724616,001LCIFU170526,Nepal,,20-Sep,JENY,OK,SHIV,OK,,207651,21-Sep,Shiv Shakti Chemoplast Pvt. Ltd.,14-Sep-17,4-Dec-17,13-Nov-17
SCB,14-Sep,15-Sep,18-Sep,13/1517,957117724028,HBLIFX15740393,Nepal,21-Sep,25-Sep,JENY,OK,NAVDEEP,OK,,208111,26-Sep,HANUMANTA POLY INDUSTRIES PVT. LTD.,14-Sep-17,13-Dec-17,22-Nov-17
HSBC,13-Sep,15-Sep,18-Sep,11/5680,SGHSBC7I14429580,DCU1700614972,Sri Lanka,,21-Sep,JENY,OK,NAVDEEP,OK,,207819,22-Sep,New Jeewa Inds. (Pvt) Ltd.,13-Sep-17,8-Dec-17,17-Nov-17
HSBC,14-Sep,15-Sep,18-Sep,11/5684,SGHSBC7I14430018,DB1003LC1709076,Sri Lanka,,21-Sep,JENY,OK,NAVDEEP,OK,,207868,21-Sep,Akhtari Trades (Pvt.) Ltd.,13-Sep-17,10-Dec-17,19-Nov-17
HSBC,15-Sep,15-Sep,18-Sep,11/5664,SGHSBC7I15432666,DCU1702114919,Sri Lanka,21-Sep,26-Sep,JENY,OK,NAVDEEP,OK,,208036,27-Sep,LIBERTY GROUP (PVT) LTD,14-Sep-17,8-Dec-17,17-Nov-17
SCB,12-Sep,15-Sep,18-Sep,02/5635,957117721904,6703FLCDA170006,India,,22-Sep,JENY,OK,VIPIN,OK,,207878,22-Sep,SIDH MASTERBATCHES (P) LTD,12-Sep-17,8-Dec-17,17-Nov-17
HSBC,15-Sep,15-Sep,18-Sep,06/325,SGHSBC7I15432621,0174MDC170008376,India,,18-Sep,JENY,OK,VIPIN,OK,,207705,19-Sep,MG Polyplast Industries Pvt Ltd,14-Sep-17,5-Dec-17,14-Nov-17
SCB,17-Sep,18-Sep,19-Sep,08/11308,957117726801,043417010301,Bangladesh,20-Sep,21-Sep,JENY,OK,ANURAG,OK,,207872,22-Sep,NAHID ENTERPRISE,17-Sep-17,12-Dec-17,21-Nov-17
HSBC,14-Sep,18-Sep,19-Sep,11/5663,SGHSBC7I18436019,DB4901LC1709115,Sri Lanka,22-Sep,27-Sep,JENY,OK,NAVDEEP,OK,,208001,28-Sep,SRI LANKA UMBRELLA INDUSTRIES,14-Sep-17,8-Dec-17,17-Nov-17
HSBC,14-Sep,18-Sep,19-Sep,11/5675,SGHSBC7I18434785,0042002170021426,Sri Lanka,,20-Sep,JENY,OK,NAVDEEP,OK,,207817,21-Sep,PHOENIX INDUSTRIES LTD.,12-Sep-17,2-Dec-17,11-Nov-17
SCB,14-Sep,18-Sep,19-Sep,07/5007,957117725893,0217IM0200256,Nepal,,20-Sep,JENY,OK,SHIV,OK,,207821,21-Sep,Anuj Impex,14-Sep-17,10-Dec-17,19-Nov-17
SCB,15-Sep,18-Sep,19-Sep,07/5004,957117725465,HBLIFX09740395,Nepal,,20-Sep,JENY,OK,SHIV,OK,,207865,21-Sep,POLYMER INDUSTRIES PVT. LTD.,15-Sep-17,4-Dec-17,13-Nov-17
SCB,18-Sep,19-Sep,20-Sep,07/5006,957117727338,HBLIFX13740415,Nepal,,21-Sep,JENY,OK,SHIV,OK,,207875,22-Sep,PASHUPATI SYNPACKS INDUSTRIES PVT.,18-Sep-17,10-Dec-17,19-Nov-17
SCB,13-Sep,19-Sep,20-Sep,07/5005,957117727454,IUDSFA117USD0582,Nepal,,21-Sep,JENY,OK,SHIV,OK,,207763,22-Sep,NEKON-KB PLASTO ENGINEERING,13-Sep-17,8-Dec-17,17-Nov-17
SCB,17-Sep,19-Sep,20-Sep,08/11312,957117726810,043417010302,Bangladesh,21-Sep,22-Sep,JENY,OK,ANURAG,OK,,208005,25-Sep,NAHID ENTERPRISE,17-Sep-17,12-Dec-17,21-Nov-17
CITI,10-Sep,19-Sep,20-Sep,08/11255,5914626241,022017020064,Bangladesh,22-Sep,28-Sep,JENY,OK,ANURAG,OK,,208151,28-Sep,SUNNY FOILS & POLYMER INDUSTRIES LT,10-Sep-17,30-Nov-17,9-Nov-17
HSBC,18-Sep,19-Sep,20-Sep,11/5674,SGHSBC7I19438577,TF1725801006,Sri Lanka,,25-Sep,JENY,OK,NAVDEEP,OK,,208134,27-Sep,Plastishells Ltd.,18-Sep-17,11-Dec-17,20-Nov-17
CITI,6-Sep,20-Sep,21-Sep,03/0940,5916626210,1164FLC170618,India,21-Sep,,JENY,,GAURAV,OK,,208068,26-Sep,PEKON ELECTRONICS LTD.,6-Sep-17,20-Oct-17,29-Sep-17
SCB,18-Sep,20-Sep,21-Sep,07/4082,957117729693,1517IM0200003,Nepal,,22-Sep,JENY,OK,SHIV,OK,,207876,22-Sep,SHYAM TRADING CONCERN,18-Sep-17,17-Dec-17,17-Nov-17
HSBC,18-Sep,21-Sep,22-Sep,06/320,SGHSBC7I21446118,1165FLC170614,India,22-Sep,27-Sep,JENY,OK,VIPIN,OK,,208124,27-Sep,Ramcharan Company Pvt Ltd,18-Sep-17,21-Dec-17,30-Nov-17
HSBC,20-Sep,21-Sep,22-Sep,05/2239,SGHSBC7I21445684,0406217IM0000100,India,,22-Sep,JENY,OK,GAURAV,OK,,208028,25-Sep,Kvn Impex Pvt.Ltd.,20-Sep-17,28-Nov-17,7-Nov-17
HSBC,21-Sep,25-Sep,26-Sep,06/314,SGHSBC7I25450115,0096FLC170037,India,27-Sep,28-Sep,JENY,OK,VIPIN,OK,,208150,28-Sep,ANAYA GLOBAL,21-Sep-17,21-Nov-17,31-Oct-17
HSBC,27-Sep,28-Sep,28-Sep,02/5642,957117738549,TX3IMLU172680001,India,,29-Sep,JENY,OK,VIPIN,OK,,208020,29-Sep,ENKAY POLYMERS,27-Sep-17,19-Dec-17,28-Nov-17
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
